anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,rol_familiar_registrado,tiene_alto_valor_adquisitivo,trabajo
17,Palermo,relacion_de_dependencia,31,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,directivo_gerente
13,Palermo,relacion_de_dependencia,27,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
17,Palermo,relacion_de_dependencia,45,universidad_3_anio,matrimonio_civil,0,hombre,42,cristianismo,casado,1,profesional_especializado
17,Palermo,relacion_de_dependencia,38,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
16,Palermo,monotibutista,67,universidad_2_anio,matrimonio_civil,20051,mujer,4,cristianismo,casada,1,directivo_gerente
18,Palermo,relacion_de_dependencia,75,universidad_4_anio,sin_matrimonio,0,hombre,16,cristianismo,sin_familia,0,seguridad
18,Palermo,relacion_de_dependencia,41,universidad_4_anio,divorciado,0,mujer,60,judaismo,soltero_a,1,directivo_gerente
17,Palermo,relacion_de_dependencia,37,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,ventas
13,Balvanera,relacion_de_dependencia,47,4_anio,sin_matrimonio,0,mujer,50,cristianismo,con_hijos,0,directivo_gerente
17,Belgrano,empleado_municipal,34,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,profesional_especializado
13,Palermo,relacion_de_dependencia,25,4_anio,matrimonio_civil,0,hombre,40,cristianismo,con_hijos,0,reparador
13,Palermo,relacion_de_dependencia,52,4_anio,viudo_a,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
13,Palermo,empleado_provincial,27,4_anio,sin_matrimonio,2174,hombre,40,cristianismo,con_hijos,0,seguridad
13,La Boca,relacion_de_dependencia,35,4_anio,sin_matrimonio,0,hombre,40,otro,sin_familia,0,sector_primario
12,Belgrano,empleado_municipal,44,3_anio,matrimonio_civil,0,mujer,35,cristianismo,otro,0,otros
13,Palermo,empleado_municipal,27,4_anio,matrimonio_civil,0,hombre,80,cristianismo,casado,1,directivo_gerente
14,Palermo,relacion_de_dependencia,42,5_anio,sin_matrimonio,0,hombre,33,cristianismo,sin_familia,0,soporte_tecnico
9,Agronomia,relacion_de_dependencia,26,9_grado,sin_matrimonio,0,mujer,38,cristianismo,con_hijos,0,otros
13,Recoleta,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,profesional_especializado
13,Palermo,relacion_de_dependencia,28,4_anio,sin_matrimonio,0,mujer,40,ateismo,sin_familia,0,profesional_especializado
13,Palermo,monotibutista,38,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,reparador
14,Palermo,relacion_de_dependencia,28,5_anio,sin_matrimonio,0,hombre,50,cristianismo,con_hijos,0,reparador
13,Palermo,relacion_de_dependencia,29,4_anio,sin_matrimonio,0,mujer,40,cristianismo,otro,0,entretenimiento
9,Liniers,monotibutista,56,9_grado,matrimonio_civil,3411,hombre,50,cristianismo,otro,0,directivo_gerente
17,Palermo,,23,universidad_3_anio,sin_matrimonio,0,hombre,35,budismo,sin_familia,0,
14,Palermo,relacion_de_dependencia,30,5_anio,sin_matrimonio,0,mujer,40,judaismo,con_hijos,0,directivo_gerente
14,Palermo,relacion_de_dependencia,48,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,limpiador
14,,monotibutista,45,5_anio,matrimonio_civil,0,hombre,72,budismo,casado,0,directivo_gerente
18,Balvanera,relacion_de_dependencia,38,universidad_4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,directivo_gerente
13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,hombre,40,cristianismo,otro,0,limpiador
20,Palermo,empleado_provincial,47,universiada_6_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
13,,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,mujer,48,cristianismo,sin_familia,0,otros
14,Palermo,relacion_de_dependencia,29,5_anio,sin_matrimonio,0,mujer,40,cristianismo,otro,0,profesional_especializado
16,Palermo,relacion_de_dependencia,45,universidad_2_anio,divorciado,0,hombre,40,cristianismo,sin_familia,0,reparador
13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,reparador
13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,inspector
9,Villa Soldati,empleado_municipal,28,9_grado,matrimonio_civil,0,hombre,40,judaismo,casado,1,reparador
17,Palermo,empleadao_estatal,46,universidad_3_anio,divorciado,0,mujer,50,cristianismo,soltero_a,1,profesional_especializado
14,Palermo,,34,5_anio,matrimonio_civil,0,mujer,4,cristianismo,casada,0,
14,Palermo,relacion_de_dependencia,32,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,inspector
13,Palermo,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,ventas
14,Belgrano,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,hombre,35,cristianismo,soltero_a,0,otros
13,Palermo,relacion_de_dependencia,46,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,mujer,35,cristianismo,con_hijos,0,ventas
18,Palermo,relacion_de_dependencia,59,universidad_4_anio,matrimonio_civil,0,hombre,40,budismo,casado,1,directivo_gerente
14,Palermo,relacion_de_dependencia,31,5_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,profesional_especializado
14,Palermo,relacion_de_dependencia,48,5_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,directivo_gerente
8,Palermo,relacion_de_dependencia,34,7-8_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,transporte
14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,hombre,25,cristianismo,con_hijos,0,otros
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,35,cristianismo,con_hijos,0,ventas
17,Palermo,relacion_de_dependencia,29,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,con_hijos,0,profesional_especializado
14,Palermo,relacion_de_dependencia,54,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,reparador
13,Palermo,relacion_de_dependencia,36,4_anio,matrimonio_civil,0,hombre,52,cristianismo,casado,0,reparador
17,Palermo,relacion_de_dependencia,43,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,sin_familia,1,ventas
17,Palermo,empleadao_estatal,46,universidad_3_anio,matrimonio_civil,3103,hombre,40,cristianismo,casado,1,soporte_tecnico
18,Palermo,relacion_de_dependencia,33,universidad_4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,profesional_especializado
10,Palermo,relacion_de_dependencia,33,1_anio,divorciado,0,mujer,45,cristianismo,soltero_a,0,otros
14,Palermo,relacion_de_dependencia,36,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,transporte
13,Palermo,relacion_de_dependencia,37,4_anio,matrimonio_civil,5178,hombre,40,cristianismo,casado,1,limpiador
15,Palermo,,37,universidad_1_anio,matrimonio_civil,0,hombre,54,cristianismo,casado,1,
12,Palermo,,64,3_anio,matrimonio_civil,0,hombre,24,cristianismo,casado,0,
13,Palermo,monotibutista,45,4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,reparador
17,Palermo,relacion_de_dependencia,25,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
15,Palermo,relacion_de_dependencia,28,universidad_1_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,inspector
13,Palermo,relacion_de_dependencia,26,4_anio,sin_matrimonio,2354,mujer,40,cristianismo,con_hijos,0,entretenimiento
13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,servicio_domestico
13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,directivo_gerente
14,Palermo,monotibutista,58,5_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,profesional_especializado
15,Palermo,relacion_de_dependencia,36,universidad_1_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,soporte_tecnico
14,Palermo,relacion_de_dependencia,46,5_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,ventas
8,Belgrano,,23,7-8_grado,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,
14,Palermo,relacion_de_dependencia,32,5_anio,matrimonio_civil,4386,hombre,50,cristianismo,casado,0,ventas
13,Palermo,relacion_de_dependencia,26,4_anio,sin_matrimonio,0,hombre,40,judaismo,soltero_a,0,otros
6,Palermo,relacion_de_dependencia,52,5-6_grado,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,limpiador
13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,45,cristianismo,sin_familia,0,otros
17,Palermo,relacion_de_dependencia,33,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,profesional_especializado
13,Palermo,relacion_de_dependencia,60,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
14,Palermo,relacion_de_dependencia,39,5_anio,divorciado,0,hombre,38,cristianismo,sin_familia,0,directivo_gerente
17,Palermo,relacion_de_dependencia,45,universidad_3_anio,divorciado,0,hombre,45,cristianismo,sin_familia,0,directivo_gerente
14,Palermo,empleado_municipal,37,5_anio,pareja_no_presente,0,mujer,40,judaismo,soltero_a,0,entretenimiento
16,Palermo,relacion_de_dependencia,29,universidad_2_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,soporte_tecnico
14,Palermo,relacion_de_dependencia,53,5_anio,matrimonio_civil,0,hombre,66,cristianismo,casado,0,reparador
14,Palermo,empleado_provincial,46,5_anio,matrimonio_civil,-1740,hombre,40,cristianismo,casado,0,directivo_gerente
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,transporte
18,Palermo,relacion_de_dependencia,39,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,profesional_especializado
14,Palermo,relacion_de_dependencia,48,5_anio,matrimonio_civil,7298,mujer,40,cristianismo,casada,1,profesional_especializado
13,Palermo,relacion_de_dependencia,38,4_anio,matrimonio_civil,4386,hombre,48,judaismo,casado,0,reparador
13,Palermo,relacion_de_dependencia,36,4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,0,reparador
8,Palermo,relacion_de_dependencia,53,7-8_grado,divorciado,0,mujer,56,judaismo,soltero_a,0,inspector
13,Palermo,relacion_de_dependencia,29,4_anio,sin_matrimonio,-1974,hombre,35,cristianismo,sin_familia,0,reparador
8,Palermo,relacion_de_dependencia,64,7-8_grado,matrimonio_civil,2580,hombre,50,cristianismo,casado,0,entretenimiento
14,Palermo,relacion_de_dependencia,34,5_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,directivo_gerente
13,Palermo,,36,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,
17,Palermo,empleado_municipal,41,universidad_3_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,profesional_especializado
13,Palermo,relacion_de_dependencia,34,4_anio,divorciado,0,mujer,38,cristianismo,soltero_a,0,directivo_gerente
9,Palermo,,68,9_grado,matrimonio_civil,0,hombre,2,cristianismo,casado,0,
17,,relacion_de_dependencia,37,universidad_3_anio,matrimonio_civil,0,hombre,50,otro,casado,1,profesional_especializado
14,Palermo,relacion_de_dependencia,22,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,soporte_tecnico
12,Palermo,relacion_de_dependencia,43,3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
14,Palermo,,19,5_anio,sin_matrimonio,0,mujer,30,cristianismo,otro,0,
14,Palermo,relacion_de_dependencia,36,5_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,directivo_gerente
13,Palermo,relacion_de_dependencia,47,4_anio,matrimonio_civil,0,hombre,55,cristianismo,casado,1,ventas
15,,relacion_de_dependencia,25,universidad_1_anio,sin_matrimonio,0,mujer,40,budismo,otro,0,otros
14,Palermo,relacion_de_dependencia,33,5_anio,separado,0,hombre,40,cristianismo,sin_familia,0,inspector
14,Palermo,relacion_de_dependencia,27,5_anio,sin_matrimonio,0,mujer,40,cristianismo,otro,0,inspector
14,Palermo,relacion_de_dependencia,33,5_anio,sin_matrimonio,0,hombre,70,cristianismo,sin_familia,0,soporte_tecnico
13,Palermo,relacion_de_dependencia,24,4_anio,matrimonio_civil,0,mujer,40,cristianismo,con_hijos,0,transporte
14,Palermo,empleado_municipal,47,5_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,profesional_especializado
10,Palermo,responsable_inscripto,48,1_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,directivo_gerente
13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,ventas
17,Palermo,empleado_municipal,33,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
17,Palermo,relacion_de_dependencia,44,universidad_3_anio,matrimonio_civil,-1977,hombre,40,cristianismo,casado,1,inspector
15,Palermo,empleado_municipal,33,universidad_1_anio,sin_matrimonio,0,hombre,56,cristianismo,sin_familia,0,seguridad
14,Palermo,relacion_de_dependencia,26,5_anio,sin_matrimonio,0,mujer,25,cristianismo,sin_familia,0,entretenimiento
15,Palermo,relacion_de_dependencia,22,universidad_1_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,directivo_gerente
14,Palermo,relacion_de_dependencia,34,5_anio,matrimonio_civil,0,hombre,55,cristianismo,casado,1,directivo_gerente
14,Palermo,responsable_inscripto,31,5_anio,sin_matrimonio,0,hombre,45,cristianismo,con_hijos,0,directivo_gerente
13,Palermo,,73,4_anio,viudo_a,0,mujer,15,cristianismo,sin_familia,0,
15,Palermo,empleado_municipal,38,universidad_1_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,directivo_gerente
14,Palermo,monotibutista,51,5_anio,matrimonio_civil,0,mujer,40,cristianismo,casada,1,profesional_especializado
14,Palermo,relacion_de_dependencia,36,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,directivo_gerente
14,Palermo,relacion_de_dependencia,29,5_anio,matrimonio_civil,7688,hombre,54,cristianismo,casado,1,seguridad
13,Palermo,monotibutista,64,4_anio,matrimonio_civil,0,hombre,15,cristianismo,casado,1,ventas
14,Palermo,relacion_de_dependencia,24,5_anio,sin_matrimonio,0,hombre,55,cristianismo,con_hijos,0,inspector
14,Palermo,empleado_provincial,21,5_anio,sin_matrimonio,0,mujer,20,cristianismo,con_hijos,0,directivo_gerente
14,Palermo,relacion_de_dependencia,28,5_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,reparador
11,Palermo,,18,2_anio,sin_matrimonio,0,hombre,25,cristianismo,con_hijos,0,
13,Palermo,responsable_inscripto,41,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,reparador
9,Palermo,relacion_de_dependencia,17,9_grado,sin_matrimonio,0,hombre,16,cristianismo,con_hijos,0,otros
20,Palermo,relacion_de_dependencia,58,universiada_6_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,profesional_especializado
17,Palermo,monotibutista,50,universidad_3_anio,matrimonio_civil,0,hombre,8,cristianismo,casado,0,ventas
11,Belgrano,relacion_de_dependencia,30,2_anio,pareja_no_presente,0,hombre,40,ateismo,sin_familia,0,limpiador
13,Palermo,relacion_de_dependencia,47,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
14,Palermo,relacion_de_dependencia,24,5_anio,sin_matrimonio,0,hombre,20,cristianismo,con_hijos,0,ventas
14,Palermo,empleadao_estatal,50,5_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,directivo_gerente
18,Villa Pueyrredon,relacion_de_dependencia,29,universidad_4_anio,sin_matrimonio,0,hombre,55,cristianismo,sin_familia,0,profesional_especializado
20,Palermo,monotibutista,31,universiada_6_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
13,Palermo,monotibutista,40,4_anio,matrimonio_civil,0,hombre,70,cristianismo,casado,1,sector_primario
14,Palermo,relacion_de_dependencia,31,5_anio,sin_matrimonio,0,mujer,60,cristianismo,sin_familia,0,ventas
9,Palermo,relacion_de_dependencia,53,9_grado,matrimonio_civil,0,hombre,40,judaismo,casado,0,inspector
13,Palermo,relacion_de_dependencia,33,4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
17,Palermo,relacion_de_dependencia,43,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
14,Palermo,relacion_de_dependencia,56,5_anio,matrimonio_civil,7688,mujer,50,cristianismo,casada,1,directivo_gerente
17,Palermo,relacion_de_dependencia,38,universidad_3_anio,matrimonio_civil,0,mujer,50,cristianismo,casada,1,directivo_gerente
11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,mujer,30,cristianismo,con_hijos,0,ventas
13,Palermo,relacion_de_dependencia,50,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
13,Palermo,relacion_de_dependencia,78,4_anio,viudo_a,2329,mujer,12,cristianismo,soltero_a,0,ventas
11,Palermo,relacion_de_dependencia,27,2_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,25,cristianismo,con_hijos,0,ventas
17,Palermo,empleado_provincial,24,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,soporte_tecnico
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,-1602,hombre,15,cristianismo,con_hijos,0,ventas
18,Palermo,relacion_de_dependencia,25,universidad_4_anio,sin_matrimonio,0,hombre,35,cristianismo,con_hijos,0,profesional_especializado
17,Palermo,relacion_de_dependencia,34,universidad_3_anio,divorciado,0,mujer,50,cristianismo,sin_familia,1,ventas
15,Palermo,responsable_inscripto,30,universidad_1_anio,matrimonio_civil,0,hombre,35,cristianismo,casado,0,ventas
18,Palermo,empleadao_estatal,37,universidad_4_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,profesional_especializado
13,Palermo,relacion_de_dependencia,38,4_anio,matrimonio_civil,0,hombre,48,cristianismo,casado,1,inspector
13,San Isidro,trabajo_voluntariado,67,4_anio,matrimonio_civil,0,hombre,12,budismo,casado,0,entretenimiento
13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,30,cristianismo,casado,0,transporte
13,Palermo,monotibutista,75,4_anio,matrimonio_civil,0,hombre,30,cristianismo,casado,0,sector_primario
14,Palermo,relacion_de_dependencia,47,5_anio,matrimonio_civil,0,mujer,50,cristianismo,casada,0,directivo_gerente
10,Palermo,relacion_de_dependencia,23,1_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,limpiador
13,Palermo,empleadao_estatal,51,4_anio,divorciado,0,mujer,8,cristianismo,sin_familia,0,entretenimiento
13,Palermo,empleado_municipal,42,4_anio,divorciado,0,hombre,40,judaismo,sin_familia,0,otros
14,Palermo,relacion_de_dependencia,32,5_anio,matrimonio_civil,0,mujer,32,cristianismo,casada,1,soporte_tecnico
13,Palermo,relacion_de_dependencia,54,4_anio,separado,0,mujer,35,cristianismo,soltero_a,0,ventas
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,limpiador
13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,reparador
13,Palermo,relacion_de_dependencia,41,4_anio,matrimonio_civil,7688,hombre,38,cristianismo,casado,1,reparador
13,Palermo,relacion_de_dependencia,35,4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,inspector
17,Palermo,empleado_municipal,45,universidad_3_anio,matrimonio_civil,0,hombre,35,cristianismo,casado,1,reparador
17,Palermo,relacion_de_dependencia,27,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,ventas
8,Palermo,monotibutista,61,7-8_grado,matrimonio_civil,0,hombre,30,cristianismo,casado,1,ventas
13,Palermo,relacion_de_dependencia,41,4_anio,sin_matrimonio,0,hombre,50,cristianismo,sin_familia,0,ventas
14,Palermo,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,soporte_tecnico
14,Palermo,relacion_de_dependencia,55,5_anio,matrimonio_civil,15024,hombre,40,judaismo,casado,1,reparador
17,Palermo,,66,universidad_3_anio,matrimonio_civil,0,hombre,6,cristianismo,casado,0,
14,Palermo,relacion_de_dependencia,25,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,35,cristianismo,con_hijos,0,otros
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,35,judaismo,otro,0,inspector
17,Palermo,responsable_inscripto,67,universidad_3_anio,matrimonio_civil,0,hombre,16,cristianismo,casado,0,directivo_gerente
14,Palermo,relacion_de_dependencia,44,5_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,ventas
13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,ventas
14,Parque Chas,empleado_municipal,29,5_anio,sin_matrimonio,0,hombre,40,otro,sin_familia,0,entretenimiento
14,Palermo,relacion_de_dependencia,48,5_anio,sin_matrimonio,0,mujer,38,cristianismo,soltero_a,1,reparador
13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,mujer,40,judaismo,otro,0,entretenimiento
13,Palermo,relacion_de_dependencia,31,4_anio,divorciado,0,mujer,99,cristianismo,soltero_a,1,otros
17,Palermo,relacion_de_dependencia,48,universidad_3_anio,pareja_no_presente,-2472,mujer,70,cristianismo,soltero_a,1,ventas
18,Palermo,relacion_de_dependencia,40,universidad_4_anio,divorciado,0,hombre,20,cristianismo,sin_familia,0,profesional_especializado
14,Palermo,relacion_de_dependencia,26,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,ventas
13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,mujer,35,cristianismo,con_hijos,0,otros
14,Palermo,relacion_de_dependencia,52,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,reparador
13,Palermo,monotibutista,41,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,profesional_especializado
17,Palermo,monotibutista,39,universidad_3_anio,matrimonio_civil,0,mujer,50,cristianismo,casada,0,sector_primario
13,Villa Soldati,relacion_de_dependencia,48,4_anio,sin_matrimonio,0,mujer,16,judaismo,sin_familia,0,entretenimiento
13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,30,cristianismo,sin_familia,0,ventas
14,Palermo,relacion_de_dependencia,27,5_anio,matrimonio_civil,-1651,hombre,40,cristianismo,casado,0,inspector
15,Palermo,relacion_de_dependencia,59,universidad_1_anio,matrimonio_civil,-1740,hombre,50,cristianismo,casado,0,ventas
14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,hombre,40,cristianismo,otro,0,ventas
13,Palermo,relacion_de_dependencia,32,4_anio,sin_matrimonio,0,hombre,50,cristianismo,con_hijos,0,limpiador
13,Palermo,relacion_de_dependencia,39,4_anio,sin_matrimonio,0,hombre,40,cristianismo,otro,0,limpiador
13,Palermo,relacion_de_dependencia,33,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
13,Palermo,relacion_de_dependencia,38,4_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,limpiador
14,Palermo,relacion_de_dependencia,27,5_anio,sin_matrimonio,0,hombre,45,cristianismo,con_hijos,0,sector_primario
13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,mujer,45,cristianismo,con_hijos,0,directivo_gerente
15,Palermo,,59,universidad_1_anio,divorciado,0,hombre,48,cristianismo,sin_familia,0,
17,Almagro,empleado_municipal,25,universidad_3_anio,sin_matrimonio,0,hombre,20,budismo,sin_familia,0,entretenimiento
16,Palermo,responsable_inscripto,37,universidad_2_anio,matrimonio_civil,0,hombre,68,cristianismo,casado,0,ventas
13,Palermo,relacion_de_dependencia,31,4_anio,matrimonio_civil,0,hombre,65,cristianismo,casado,0,transporte
16,Palermo,relacion_de_dependencia,24,universidad_2_anio,sin_matrimonio,0,mujer,37,cristianismo,con_hijos,0,ventas
17,Coghland,empleado_municipal,53,universidad_3_anio,divorciado,0,mujer,38,cristianismo,soltero_a,0,entretenimiento
14,,relacion_de_dependencia,26,5_anio,sin_matrimonio,0,hombre,40,judaismo,otro,0,limpiador
14,Palermo,relacion_de_dependencia,25,5_anio,matrimonio_civil,0,mujer,40,cristianismo,casada,1,entretenimiento
11,Palermo,relacion_de_dependencia,59,2_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,inspector
13,Palermo,empleadao_estatal,39,4_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,entretenimiento
14,Palermo,relacion_de_dependencia,28,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,limpiador
13,Palermo,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,limpiador
13,Agronomia,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,hombre,40,cristianismo,otro,0,reparador
14,Palermo,relacion_de_dependencia,25,5_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,otros
14,Palermo,relacion_de_dependencia,27,5_anio,sin_matrimonio,0,hombre,50,cristianismo,soltero_a,0,reparador
13,Palermo,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,hombre,40,cristianismo,soltero_a,0,ventas
14,Palermo,,63,5_anio,viudo_a,0,mujer,24,judaismo,sin_familia,0,
10,Palermo,monotibutista,43,1_anio,divorciado,0,hombre,25,cristianismo,soltero_a,0,sector_primario
14,Palermo,relacion_de_dependencia,39,5_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
17,Palermo,relacion_de_dependencia,27,universidad_3_anio,sin_matrimonio,0,hombre,45,cristianismo,sin_familia,0,profesional_especializado
10,Palermo,relacion_de_dependencia,17,1_anio,sin_matrimonio,0,mujer,5,cristianismo,con_hijos,0,ventas
19,Palermo,empleado_provincial,40,universiada_5_anio,matrimonio_civil,0,hombre,72,cristianismo,casado,0,profesional_especializado
14,Palermo,relacion_de_dependencia,50,5_anio,matrimonio_civil,0,hombre,48,cristianismo,casado,1,reparador
17,Palermo,responsable_inscripto,23,universidad_3_anio,sin_matrimonio,0,mujer,35,cristianismo,con_hijos,0,entretenimiento
13,Palermo,relacion_de_dependencia,60,4_anio,matrimonio_civil,7298,hombre,65,cristianismo,casado,1,ventas
13,Palermo,relacion_de_dependencia,30,4_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,directivo_gerente
13,Palermo,relacion_de_dependencia,24,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,limpiador
17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,mujer,20,cristianismo,con_hijos,0,entretenimiento
17,Palermo,relacion_de_dependencia,24,universidad_3_anio,matrimonio_civil,5013,hombre,30,cristianismo,casado,0,profesional_especializado
17,Palermo,monotibutista,45,universidad_3_anio,matrimonio_civil,0,hombre,20,cristianismo,casado,0,reparador
