id,anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,representatividad_poblacional,rol_familiar_registrado,trabajo
12109,13,Palermo,relacion_de_dependencia,44,4_anio,divorciado,0,hombre,40,cristianismo,173682,sin_familia,transporte
12110,14,Palermo,empleado_municipal,44,5_anio,matrimonio_civil,0,hombre,40,cristianismo,277533,casado,seguridad
12111,14,Palermo,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,mujer,40,cristianismo,90896,con_hijos,ventas
12112,17,Palermo,responsable_inscripto,57,universidad_3_anio,matrimonio_civil,-1977,hombre,40,cristianismo,212600,casado,directivo_gerente
12113,13,Floresta,relacion_de_dependencia,52,4_anio,matrimonio_civil,0,hombre,40,budismo,261671,casado,inspector
12114,13,Palermo,relacion_de_dependencia,66,4_anio,viudo_a,0,hombre,22,cristianismo,86321,sin_familia,transporte
12115,13,Palermo,monotibutista,37,4_anio,matrimonio_civil,0,hombre,99,cristianismo,119992,casado,sector_primario
12116,9,La Boca,relacion_de_dependencia,33,9_grado,matrimonio_civil,0,hombre,40,cristianismo,427812,casado,limpiador
12117,13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,7298,hombre,50,cristianismo,55849,casado,directivo_gerente
12118,13,Palermo,relacion_de_dependencia,23,4_anio,matrimonio_civil,-1902,hombre,50,cristianismo,271354,casado,transporte
12119,13,Palermo,relacion_de_dependencia,36,4_anio,sin_matrimonio,0,hombre,40,cristianismo,131239,otro,reparador
12120,18,Palermo,empleado_provincial,50,universidad_4_anio,divorciado,0,hombre,60,cristianismo,139157,sin_familia,profesional_especializado
12121,13,Palermo,empleado_provincial,39,4_anio,sin_matrimonio,0,mujer,55,cristianismo,305541,soltero_a,otros
12122,15,Palermo,relacion_de_dependencia,50,universidad_1_anio,matrimonio_civil,0,hombre,55,cristianismo,151159,casado,otros
12123,16,Villa Urquiza,relacion_de_dependencia,23,universidad_2_anio,matrimonio_civil,0,mujer,45,cristianismo,84726,casada,sector_primario
12124,6,Belgrano,,47,5-6_grado,separado,0,mujer,56,cristianismo,175530,con_hijos,
12125,14,Palermo,empleado_municipal,39,5_anio,matrimonio_civil,0,hombre,40,cristianismo,364782,casado,seguridad
12126,17,Palermo,relacion_de_dependencia,43,universidad_3_anio,matrimonio_civil,0,mujer,40,judaismo,137304,casada,soporte_tecnico
12127,17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,197613,sin_familia,entretenimiento
12128,19,Palermo,responsable_inscripto,44,universiada_5_anio,matrimonio_civil,0,hombre,55,cristianismo,171615,casado,profesional_especializado
12129,11,Palermo,monotibutista,57,2_anio,matrimonio_civil,0,hombre,99,cristianismo,105824,casado,sector_primario
12130,13,Palermo,empleado_municipal,47,4_anio,divorciado,0,mujer,32,cristianismo,250745,con_hijos,otros
12131,8,Palermo,relacion_de_dependencia,28,7-8_grado,separado,0,mujer,40,judaismo,352451,soltero_a,inspector
12132,11,Palermo,relacion_de_dependencia,17,2_anio,sin_matrimonio,0,hombre,15,cristianismo,123947,con_hijos,limpiador
12133,18,Palermo,relacion_de_dependencia,43,universidad_4_anio,separado,6497,mujer,50,cristianismo,178983,soltero_a,ventas
12134,17,Palermo,relacion_de_dependencia,47,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,101299,casado,directivo_gerente
12135,10,Palermo,responsable_inscripto,53,1_anio,matrimonio_civil,0,hombre,60,cristianismo,124993,casado,directivo_gerente
12136,14,Palermo,relacion_de_dependencia,26,5_anio,sin_matrimonio,0,mujer,40,cristianismo,178478,con_hijos,ventas
12137,20,Palermo,relacion_de_dependencia,46,universiada_6_anio,matrimonio_civil,0,hombre,40,cristianismo,67001,casado,profesional_especializado
12138,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,mujer,25,cristianismo,97295,sin_familia,entretenimiento
12139,17,Palermo,empleado_municipal,48,universidad_3_anio,divorciado,0,mujer,43,judaismo,169515,sin_familia,seguridad
12140,13,Palermo,relacion_de_dependencia,49,4_anio,divorciado,-1564,mujer,40,cristianismo,121253,sin_familia,directivo_gerente
12141,13,Palermo,empleadao_estatal,52,4_anio,matrimonio_civil,0,hombre,40,cristianismo,35546,casado,soporte_tecnico
12142,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,40,cristianismo,111635,casado,otros
12143,13,Palermo,relacion_de_dependencia,51,4_anio,divorciado,0,hombre,60,cristianismo,207419,sin_familia,reparador
12144,18,Palermo,relacion_de_dependencia,31,universidad_4_anio,matrimonio_civil,0,mujer,40,cristianismo,143083,casada,directivo_gerente
12145,13,Palermo,monotibutista,42,4_anio,matrimonio_civil,0,hombre,50,cristianismo,248094,casado,sector_primario
12146,14,Palermo,relacion_de_dependencia,41,5_anio,divorciado,0,hombre,46,cristianismo,170685,soltero_a,ventas
12147,17,Palermo,relacion_de_dependencia,46,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,116143,casado,sector_primario
12148,15,Recoleta,relacion_de_dependencia,25,universidad_1_anio,sin_matrimonio,0,hombre,65,cristianismo,223426,sin_familia,ventas
12149,13,Palermo,relacion_de_dependencia,23,4_anio,matrimonio_civil,0,hombre,27,cristianismo,370548,casado,limpiador
12150,17,Palermo,relacion_de_dependencia,43,universidad_3_anio,matrimonio_civil,0,hombre,38,cristianismo,245525,casado,limpiador
12151,14,Palermo,relacion_de_dependencia,41,5_anio,sin_matrimonio,0,hombre,15,cristianismo,408229,sin_familia,entretenimiento
12152,17,Palermo,empleado_municipal,29,universidad_3_anio,matrimonio_civil,7298,hombre,40,cristianismo,181434,casado,profesional_especializado
12153,17,Puerto Madero,relacion_de_dependencia,27,universidad_3_anio,matrimonio_civil,7298,mujer,45,cristianismo,213225,casada,profesional_especializado
12154,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,mujer,35,cristianismo,199915,con_hijos,ventas
12155,14,Palermo,empleado_municipal,44,5_anio,matrimonio_civil,0,mujer,38,cristianismo,143104,casada,directivo_gerente
12156,13,Palermo,relacion_de_dependencia,31,4_anio,sin_matrimonio,0,hombre,40,judaismo,874728,otro,entretenimiento
12157,14,Palermo,relacion_de_dependencia,43,5_anio,sin_matrimonio,0,hombre,40,cristianismo,27661,sin_familia,reparador
12158,13,Palermo,empleado_municipal,41,4_anio,divorciado,0,mujer,40,judaismo,216116,soltero_a,seguridad
12159,14,Palermo,relacion_de_dependencia,43,5_anio,matrimonio_civil,0,hombre,50,cristianismo,193882,casado,transporte
12160,14,Palermo,monotibutista,50,5_anio,matrimonio_civil,99999,hombre,45,cristianismo,98180,casado,ventas
12161,11,Palermo,monotibutista,70,2_anio,matrimonio_civil,0,hombre,40,cristianismo,92353,casado,sector_primario
12162,13,Palermo,monotibutista,78,4_anio,matrimonio_civil,3471,hombre,50,cristianismo,184762,casado,sector_primario
12163,14,Palermo,,21,5_anio,sin_matrimonio,0,hombre,40,cristianismo,148294,con_hijos,
12164,14,Palermo,relacion_de_dependencia,26,5_anio,sin_matrimonio,0,mujer,40,judaismo,128777,otro,ventas
12165,13,Palermo,relacion_de_dependencia,73,4_anio,divorciado,0,mujer,32,cristianismo,108098,sin_familia,entretenimiento
12166,13,Palermo,relacion_de_dependencia,47,4_anio,divorciado,0,hombre,40,cristianismo,233511,sin_familia,directivo_gerente
12167,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,223792,casado,inspector
12168,13,Palermo,relacion_de_dependencia,61,4_anio,divorciado,0,hombre,40,judaismo,43904,sin_familia,otros
12169,13,Palermo,relacion_de_dependencia,45,4_anio,sin_matrimonio,0,hombre,40,cristianismo,239864,con_hijos,entretenimiento
12170,13,Palermo,relacion_de_dependencia,47,4_anio,divorciado,0,hombre,40,cristianismo,159075,sin_familia,ventas
12171,17,Palermo,monotibutista,38,universidad_3_anio,sin_matrimonio,0,mujer,20,cristianismo,103474,con_hijos,otros
12172,13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,mujer,40,cristianismo,90896,con_hijos,inspector
12173,15,Palermo,relacion_de_dependencia,46,universidad_1_anio,matrimonio_civil,0,hombre,40,cristianismo,145290,casado,ventas
12174,17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,155818,con_hijos,entretenimiento
12175,14,Nueva Pompeya,monotibutista,28,5_anio,matrimonio_civil,0,hombre,70,otro,35864,casado,directivo_gerente
12176,14,Palermo,relacion_de_dependencia,18,5_anio,sin_matrimonio,0,mujer,40,cristianismo,394954,sin_familia,entretenimiento
12177,9,Palermo,empleado_provincial,50,9_grado,matrimonio_civil,-2002,hombre,40,cristianismo,34637,casado,profesional_especializado
12178,15,Palermo,relacion_de_dependencia,34,universidad_1_anio,matrimonio_civil,0,hombre,40,cristianismo,38223,casado,reparador
12179,17,Palermo,relacion_de_dependencia,30,universidad_3_anio,sin_matrimonio,0,mujer,40,judaismo,352105,sin_familia,profesional_especializado
12180,4,Palermo,relacion_de_dependencia,53,1-4_grado,divorciado,0,hombre,40,cristianismo,291096,sin_familia,inspector
12181,17,Palermo,monotibutista,63,universidad_3_anio,matrimonio_civil,0,hombre,20,cristianismo,144391,casado,sector_primario
12182,13,Palermo,relacion_de_dependencia,62,4_anio,matrimonio_civil,0,hombre,40,cristianismo,44013,casado,reparador
12183,13,Palermo,relacion_de_dependencia,28,4_anio,sin_matrimonio,0,hombre,40,cristianismo,134890,con_hijos,transporte
12184,10,Palermo,monotibutista,39,1_anio,separado,0,hombre,40,judaismo,497525,sin_familia,reparador
12185,14,Palermo,relacion_de_dependencia,28,5_anio,sin_matrimonio,0,hombre,20,cristianismo,195520,con_hijos,transporte
12186,14,Palermo,monotibutista,44,5_anio,matrimonio_civil,0,hombre,75,cristianismo,35166,casado,sector_primario
12187,17,Palermo,relacion_de_dependencia,26,universidad_3_anio,sin_matrimonio,0,hombre,40,judaismo,180514,sin_familia,reparador
12188,11,Palermo,relacion_de_dependencia,32,2_anio,pareja_no_presente,0,hombre,40,cristianismo,262153,con_hijos,reparador
12189,18,Palermo,empleado_municipal,39,universidad_4_anio,matrimonio_civil,0,hombre,45,cristianismo,91039,casado,directivo_gerente
12190,9,Palermo,,70,9_grado,sin_matrimonio,0,hombre,40,cristianismo,30140,soltero_a,
12191,17,Palermo,relacion_de_dependencia,27,universidad_3_anio,sin_matrimonio,0,mujer,15,cristianismo,125791,otro,profesional_especializado
12192,19,Colegiales,relacion_de_dependencia,31,universiada_5_anio,matrimonio_civil,0,hombre,40,budismo,337505,casado,profesional_especializado
12193,13,Palermo,relacion_de_dependencia,61,4_anio,matrimonio_civil,4386,hombre,40,cristianismo,258775,casado,seguridad
12194,10,Palermo,relacion_de_dependencia,32,1_anio,matrimonio_civil,-2051,hombre,38,cristianismo,153152,casado,otros
12195,14,Palermo,,21,5_anio,sin_matrimonio,0,hombre,40,cristianismo,120998,con_hijos,
12196,11,Palermo,monotibutista,24,2_anio,sin_matrimonio,0,mujer,3,cristianismo,434102,sin_familia,profesional_especializado
12197,14,Palermo,relacion_de_dependencia,39,5_anio,matrimonio_civil,0,hombre,40,cristianismo,342768,casado,transporte
12198,14,Palermo,relacion_de_dependencia,29,5_anio,matrimonio_civil,0,hombre,46,cristianismo,160786,casado,inspector
12199,13,Palermo,relacion_de_dependencia,52,4_anio,matrimonio_civil,5178,hombre,40,cristianismo,279440,casado,directivo_gerente
12200,13,Palermo,monotibutista,26,4_anio,sin_matrimonio,0,hombre,35,cristianismo,67240,sin_familia,limpiador
12201,16,Palermo,relacion_de_dependencia,30,universidad_2_anio,sin_matrimonio,0,mujer,15,cristianismo,196963,con_hijos,soporte_tecnico
12202,13,Palermo,relacion_de_dependencia,70,4_anio,matrimonio_civil,0,hombre,30,cristianismo,115239,casado,entretenimiento
12203,13,Palermo,relacion_de_dependencia,29,4_anio,sin_matrimonio,0,hombre,30,cristianismo,133937,con_hijos,limpiador
12204,14,Palermo,relacion_de_dependencia,32,5_anio,divorciado,4865,mujer,40,cristianismo,31714,otro,entretenimiento
12205,13,Palermo,relacion_de_dependencia,32,4_anio,matrimonio_civil,0,hombre,40,cristianismo,347623,casado,limpiador
12206,12,Palermo,relacion_de_dependencia,58,3_anio,matrimonio_civil,0,hombre,40,cristianismo,174848,casado,reparador
12207,11,Palermo,monotibutista,75,2_anio,viudo_a,0,hombre,40,cristianismo,106873,sin_familia,ventas
12208,17,Palermo,relacion_de_dependencia,37,universidad_3_anio,divorciado,-1980,hombre,40,cristianismo,49687,sin_familia,reparador
12209,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,40,judaismo,256294,casado,otros
12210,13,Palermo,empleado_provincial,66,4_anio,matrimonio_civil,0,hombre,45,cristianismo,33155,casado,directivo_gerente
12211,13,Palermo,relacion_de_dependencia,46,4_anio,divorciado,0,hombre,40,cristianismo,131939,sin_familia,reparador
12212,17,Palermo,empleado_municipal,49,universidad_3_anio,matrimonio_civil,0,hombre,42,cristianismo,95256,casado,seguridad
12213,10,Palermo,relacion_de_dependencia,32,1_anio,matrimonio_civil,0,hombre,40,cristianismo,198901,casado,reparador
12214,13,Palermo,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,mujer,40,cristianismo,177287,con_hijos,directivo_gerente
12215,14,Palermo,relacion_de_dependencia,44,5_anio,divorciado,3325,hombre,40,cristianismo,144925,sin_familia,inspector
12216,17,Palermo,relacion_de_dependencia,42,universidad_3_anio,divorciado,0,mujer,50,cristianismo,188243,sin_familia,directivo_gerente
12217,13,Palermo,monotibutista,34,4_anio,matrimonio_civil,0,hombre,40,cristianismo,198068,casado,reparador
12218,13,Palermo,relacion_de_dependencia,37,4_anio,matrimonio_civil,0,hombre,40,cristianismo,116960,casado,seguridad
12219,14,Flores,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,hombre,40,cristianismo,172496,sin_familia,limpiador
12220,14,Palermo,,21,5_anio,sin_matrimonio,0,mujer,20,cristianismo,399449,con_hijos,
12221,13,Palermo,relacion_de_dependencia,33,4_anio,separado,0,hombre,37,otro,251990,sin_familia,entretenimiento
12222,13,Palermo,empleadao_estatal,54,4_anio,matrimonio_civil,4386,hombre,41,cristianismo,28683,casado,entretenimiento
12223,17,Palermo,relacion_de_dependencia,36,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,109133,casado,ventas
12224,13,Palermo,relacion_de_dependencia,36,4_anio,divorciado,0,mujer,40,cristianismo,24504,soltero_a,entretenimiento
12225,16,Palermo,relacion_de_dependencia,44,universidad_2_anio,matrimonio_civil,-1977,hombre,50,cristianismo,201495,casado,directivo_gerente
12226,17,Palermo,relacion_de_dependencia,49,universidad_3_anio,divorciado,0,mujer,50,cristianismo,187634,sin_familia,ventas
12227,13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,40,cristianismo,77391,casado,transporte
12228,13,Recoleta,monotibutista,49,4_anio,matrimonio_civil,0,hombre,40,cristianismo,36601,casado,reparador
12229,13,Palermo,monotibutista,31,4_anio,sin_matrimonio,0,hombre,27,cristianismo,197193,sin_familia,otros
12230,14,Parque Avellaneda,monotibutista,81,5_anio,matrimonio_civil,0,hombre,25,cristianismo,184762,casado,soporte_tecnico
12231,13,Palermo,relacion_de_dependencia,40,4_anio,divorciado,0,hombre,40,judaismo,200671,con_hijos,inspector
12232,14,Palermo,relacion_de_dependencia,47,5_anio,matrimonio_civil,0,hombre,10,cristianismo,186539,casado,otros
12233,13,Palermo,relacion_de_dependencia,39,4_anio,matrimonio_civil,0,hombre,50,cristianismo,199816,casado,transporte
12234,13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,hombre,40,cristianismo,171351,casado,limpiador
12235,8,Monserrat,relacion_de_dependencia,29,7-8_grado,matrimonio_civil,0,hombre,40,cristianismo,119793,casado,reparador
12236,13,Palermo,empleado_municipal,40,4_anio,matrimonio_civil,0,hombre,48,cristianismo,38876,casado,directivo_gerente
12237,17,Palermo,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,4386,mujer,20,cristianismo,145242,casada,profesional_especializado
12238,13,Palermo,,19,4_anio,sin_matrimonio,0,hombre,40,cristianismo,292774,con_hijos,
12239,15,Palermo,empleado_provincial,32,universidad_1_anio,divorciado,0,mujer,43,cristianismo,217251,sin_familia,directivo_gerente
12240,14,Palermo,relacion_de_dependencia,35,5_anio,matrimonio_civil,0,hombre,60,cristianismo,195253,casado,directivo_gerente
12241,16,Palermo,,35,universidad_2_anio,matrimonio_civil,0,hombre,15,cristianismo,139854,casado,
12242,18,Palermo,empleado_provincial,52,universidad_4_anio,divorciado,0,mujer,40,cristianismo,145072,sin_familia,profesional_especializado
12243,12,Palermo,relacion_de_dependencia,17,3_anio,sin_matrimonio,0,mujer,24,cristianismo,108085,con_hijos,otros
12244,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,mujer,40,cristianismo,72055,soltero_a,entretenimiento
12245,8,Palermo,relacion_de_dependencia,76,7-8_grado,matrimonio_civil,0,hombre,45,cristianismo,82628,casado,otros
12246,20,Palermo,monotibutista,41,universiada_6_anio,sin_matrimonio,0,hombre,30,cristianismo,49156,sin_familia,profesional_especializado
12247,13,Palermo,relacion_de_dependencia,46,4_anio,divorciado,0,mujer,55,cristianismo,187666,soltero_a,directivo_gerente
12248,17,Palermo,monotibutista,49,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,225456,casado,ventas
12249,13,Palermo,empleadao_estatal,60,4_anio,pareja_no_presente,0,hombre,40,cristianismo,286253,sin_familia,limpiador
12250,13,Palermo,,65,4_anio,matrimonio_civil,0,hombre,40,cristianismo,168548,casado,
12251,13,Palermo,relacion_de_dependencia,62,4_anio,sin_matrimonio,0,mujer,37,judaismo,190384,sin_familia,entretenimiento
12252,16,Villa Urquiza,empleadao_estatal,46,universidad_2_anio,matrimonio_civil,0,hombre,40,cristianismo,362835,casado,profesional_especializado
12253,13,Palermo,relacion_de_dependencia,50,4_anio,pareja_no_presente,0,hombre,45,cristianismo,243322,sin_familia,transporte
12254,15,Palermo,relacion_de_dependencia,39,universidad_1_anio,separado,594,mujer,40,cristianismo,49105,con_hijos,entretenimiento
12255,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,30,cristianismo,72520,con_hijos,otros
12256,17,Palermo,relacion_de_dependencia,38,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,200352,casado,directivo_gerente
12257,13,Palermo,relacion_de_dependencia,56,4_anio,divorciado,0,hombre,10,cristianismo,146660,soltero_a,limpiador
12258,15,Belgrano,monotibutista,30,universidad_1_anio,separado,0,hombre,40,cristianismo,247328,sin_familia,ventas
12259,13,Recoleta,relacion_de_dependencia,41,4_anio,matrimonio_civil,0,hombre,40,cristianismo,304605,casado,reparador
12260,17,Palermo,relacion_de_dependencia,29,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,309778,sin_familia,reparador
12261,17,Palermo,relacion_de_dependencia,43,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,248476,casado,limpiador
12262,17,Villa Devoto,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,129624,casado,ventas
12263,13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,0,hombre,35,cristianismo,97723,casado,reparador
12264,13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,hombre,30,cristianismo,143404,con_hijos,inspector
12265,14,Palermo,relacion_de_dependencia,56,5_anio,matrimonio_civil,0,hombre,34,cristianismo,127264,casado,reparador
12266,13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,hombre,35,cristianismo,179191,casado,reparador
12267,17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,hombre,35,cristianismo,230824,sin_familia,reparador
12268,16,Palermo,relacion_de_dependencia,34,universidad_2_anio,matrimonio_civil,0,hombre,60,cristianismo,410615,casado,directivo_gerente
12269,17,Palermo,relacion_de_dependencia,43,universidad_3_anio,matrimonio_civil,-1977,hombre,40,judaismo,224998,casado,directivo_gerente
12270,13,Palermo,monotibutista,60,4_anio,matrimonio_civil,0,hombre,20,cristianismo,54553,casado,reparador
12271,14,Palermo,empleado_municipal,43,5_anio,matrimonio_civil,0,hombre,40,cristianismo,225165,casado,seguridad
12272,13,Palermo,responsable_inscripto,60,4_anio,matrimonio_civil,0,mujer,40,cristianismo,75257,casada,reparador
12273,13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,hombre,85,cristianismo,33155,casado,reparador
12274,14,Palermo,empleado_municipal,32,5_anio,divorciado,-1408,hombre,40,cristianismo,450141,sin_familia,seguridad
12275,14,Belgrano,relacion_de_dependencia,31,5_anio,matrimonio_civil,0,hombre,40,cristianismo,441949,casado,soporte_tecnico
12276,13,Balvanera,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,hombre,36,cristianismo,131341,sin_familia,sector_primario
12277,12,Palermo,relacion_de_dependencia,25,3_anio,matrimonio_civil,3103,hombre,40,judaismo,227548,casado,otros
12278,16,Palermo,responsable_inscripto,41,universidad_2_anio,matrimonio_civil,-1977,hombre,50,cristianismo,38876,casado,sector_primario
12279,14,Palermo,relacion_de_dependencia,26,5_anio,sin_matrimonio,0,hombre,40,cristianismo,143756,sin_familia,otros
12280,17,Palermo,empleado_municipal,45,universidad_3_anio,matrimonio_civil,7688,hombre,65,judaismo,308275,casado,directivo_gerente
12281,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,45,cristianismo,173586,casado,reparador
12282,9,Palermo,relacion_de_dependencia,21,9_grado,sin_matrimonio,0,hombre,40,cristianismo,196074,otro,otros
12283,13,Palermo,empleadao_estatal,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,178877,casado,soporte_tecnico
12284,17,Palermo,relacion_de_dependencia,22,universidad_3_anio,sin_matrimonio,0,hombre,45,cristianismo,285580,con_hijos,directivo_gerente
12285,17,Villa Urquiza,monotibutista,66,universidad_3_anio,matrimonio_civil,2290,hombre,40,cristianismo,219220,casado,reparador
12286,14,Belgrano,empleadao_estatal,32,5_anio,divorciado,0,hombre,40,cristianismo,228696,soltero_a,entretenimiento
12287,10,Palermo,relacion_de_dependencia,39,1_anio,matrimonio_civil,0,hombre,40,cristianismo,185405,casado,reparador
12288,14,Palermo,responsable_inscripto,41,5_anio,matrimonio_civil,0,hombre,50,cristianismo,240124,casado,sector_primario
12289,13,Puerto Madero,,26,4_anio,sin_matrimonio,0,hombre,40,cristianismo,96130,sin_familia,
12290,14,Palermo,relacion_de_dependencia,31,5_anio,divorciado,0,mujer,40,cristianismo,329172,soltero_a,entretenimiento
12291,11,Palermo,relacion_de_dependencia,27,2_anio,sin_matrimonio,0,hombre,40,otro,147280,con_hijos,otros
12292,17,Palermo,relacion_de_dependencia,34,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,197252,casado,directivo_gerente
12293,18,Palermo,empleado_provincial,43,universidad_4_anio,matrimonio_civil,0,hombre,50,cristianismo,118544,casado,directivo_gerente
12294,13,Palermo,relacion_de_dependencia,56,4_anio,sin_matrimonio,0,mujer,35,cristianismo,183169,con_hijos,entretenimiento
12295,13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,-1672,mujer,40,judaismo,205810,casada,limpiador
12296,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,cristianismo,132556,sin_familia,limpiador
12297,13,Palermo,relacion_de_dependencia,29,4_anio,sin_matrimonio,0,mujer,40,cristianismo,438429,soltero_a,entretenimiento
12298,16,Palermo,relacion_de_dependencia,34,universidad_2_anio,sin_matrimonio,0,mujer,40,cristianismo,104293,soltero_a,soporte_tecnico
12299,17,Palermo,relacion_de_dependencia,37,universidad_3_anio,sin_matrimonio,0,mujer,40,judaismo,506830,sin_familia,entretenimiento
12300,16,Palermo,relacion_de_dependencia,42,universidad_2_anio,matrimonio_civil,0,hombre,45,cristianismo,56072,casado,ventas
12301,13,La Boca,empleado_municipal,51,4_anio,separado,0,mujer,40,cristianismo,164300,soltero_a,entretenimiento
12302,13,Palermo,relacion_de_dependencia,34,4_anio,divorciado,0,mujer,40,judaismo,274577,soltero_a,entretenimiento
12303,9,Palermo,monotibutista,60,9_grado,matrimonio_civil,0,hombre,70,cristianismo,36568,casado,transporte
12304,13,Belgrano,relacion_de_dependencia,41,4_anio,sin_matrimonio,0,hombre,40,cristianismo,223548,soltero_a,reparador
12305,17,Palermo,empleado_municipal,27,universidad_3_anio,matrimonio_civil,0,hombre,40,judaismo,478277,casado,profesional_especializado
12306,14,Palermo,relacion_de_dependencia,46,5_anio,sin_matrimonio,2354,mujer,40,cristianismo,254672,sin_familia,inspector
12307,13,Palermo,relacion_de_dependencia,22,4_anio,divorciado,0,mujer,35,cristianismo,171538,con_hijos,otros
12308,10,Palermo,,17,1_anio,sin_matrimonio,0,hombre,40,cristianismo,220302,con_hijos,
12309,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,hombre,15,cristianismo,87135,con_hijos,otros
12310,13,Palermo,monotibutista,46,4_anio,matrimonio_civil,0,hombre,40,cristianismo,138626,casado,directivo_gerente
12311,17,Palermo,relacion_de_dependencia,40,universidad_3_anio,sin_matrimonio,0,hombre,30,cristianismo,179069,sin_familia,profesional_especializado
12312,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,88824,sin_familia,soporte_tecnico
12313,14,Palermo,monotibutista,28,5_anio,sin_matrimonio,0,hombre,30,cristianismo,159623,con_hijos,profesional_especializado
12314,14,Palermo,,67,5_anio,matrimonio_civil,0,hombre,15,cristianismo,350525,casado,
12315,13,Palermo,monotibutista,53,4_anio,matrimonio_civil,0,hombre,99,cristianismo,276369,casado,sector_primario
12316,14,Palermo,relacion_de_dependencia,25,5_anio,sin_matrimonio,0,mujer,65,cristianismo,96862,sin_familia,profesional_especializado
12317,13,Palermo,relacion_de_dependencia,18,4_anio,sin_matrimonio,0,mujer,20,cristianismo,245486,con_hijos,otros
12318,14,Palermo,empleado_municipal,64,5_anio,matrimonio_civil,0,hombre,35,cristianismo,209899,casado,seguridad
12319,17,Palermo,relacion_de_dependencia,45,universidad_3_anio,sin_matrimonio,0,mujer,44,judaismo,306122,sin_familia,otros
12320,11,Palermo,relacion_de_dependencia,32,2_anio,divorciado,0,hombre,45,judaismo,240763,con_hijos,transporte
12321,13,Palermo,relacion_de_dependencia,30,4_anio,sin_matrimonio,0,mujer,30,cristianismo,323069,sin_familia,entretenimiento
12322,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,45,cristianismo,179579,casado,entretenimiento
12323,14,Palermo,,46,5_anio,divorciado,0,hombre,40,cristianismo,162034,sin_familia,
12324,13,Belgrano,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,28,cristianismo,291181,otro,ventas
12325,17,Palermo,relacion_de_dependencia,31,universidad_3_anio,sin_matrimonio,10520,mujer,40,cristianismo,356823,sin_familia,soporte_tecnico
12326,14,Palermo,relacion_de_dependencia,39,5_anio,matrimonio_civil,0,hombre,60,cristianismo,312271,casado,ventas
12327,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,182714,sin_familia,directivo_gerente
12328,13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,hombre,45,cristianismo,184569,otro,limpiador
12329,13,Villa Pueyrredon,relacion_de_dependencia,55,4_anio,divorciado,0,mujer,40,cristianismo,129762,otro,otros
